window,capture_start,capture_stop,usable_start,usable_stop,timestamp,center_frequency,noise_floor,average_power,minimum_power,peak_power,peak_frequency,dynamic_range,bin_width,fft_size,sample_rate,gain
232,378533592.2330097,380933592.2330097,378773592.2330097,380693592.2330097,2026-07-09T22:54:46.501716+00:00,379733592.2330097,23.219090020312642,22.49424801170029,-29.126173178877654,48.87250823598894,379199949.6548847,25.653418215676297,146.484375,16384,2400000.0,0.0
233,380069408.64960283,382469408.64960283,380309408.64960283,382229408.64960283,2026-07-09T22:54:46.560647+00:00,381269408.64960283,23.133906731011734,22.320511688482554,-28.771933101044496,38.21283210844493,382127367.63397783,15.078925377433194,146.484375,16384,2400000.0,0.0
234,381605225.0661959,384005225.0661959,381845225.0661959,383765225.0661959,2026-07-09T22:54:46.619521+00:00,382805225.0661959,24.775116836512034,24.08795969576173,-18.79622828373096,38.656326967494266,382306592.2536959,13.881210130982232,146.484375,16384,2400000.0,0.0
235,383141041.48278904,385541041.48278904,383381041.48278904,385301041.48278904,2026-07-09T22:54:46.678284+00:00,384341041.48278904,26.049865916124347,25.300088171401384,-32.33028448937203,41.77637519367081,384000025.85778904,15.726509277546462,146.484375,16384,2400000.0,0.0
236,384676857.8993822,387076857.8993822,384916857.8993822,386836857.8993822,2026-07-09T22:54:46.735527+00:00,385876857.8993822,26.022803120522866,25.39435187204549,-12.051614340822399,42.47093087411544,385456447.7431322,16.448127753592573,146.484375,16384,2400000.0,0.0
237,386212674.31597525,388612674.31597525,386452674.31597525,388372674.31597525,2026-07-09T22:54:46.792421+00:00,387412674.31597525,24.905261844036332,24.254158992695174,-16.203182259304214,40.77230813912469,386796414.55035025,15.867046295088358,146.484375,16384,2400000.0,0.0
238,387748490.7325684,390148490.7325684,387988490.7325684,389908490.7325684,2026-07-09T22:54:46.848940+00:00,388948490.7325684,22.923873242458967,22.26816574601432,-17.148767616209927,56.86382422326183,388799955.5763184,33.93995098080286,146.484375,16384,2400000.0,0.0
239,389284307.1491615,391684307.1491615,389524307.1491615,391444307.1491615,2026-07-09T22:54:46.905964+00:00,390484307.1491615,20.312995258158878,19.63785141768848,-21.297248195173097,37.757470396650646,389728594.2585365,17.444475138491768,146.484375,16384,2400000.0,0.0
240,390820123.5657546,393220123.5657546,391060123.5657546,392980123.5657546,2026-07-09T22:54:46.962595+00:00,392020123.5657546,19.70285977119222,18.843553904004665,-17.882586656092823,33.45395334038206,392037115.7532546,13.751093569189837,146.484375,16384,2400000.0,0.0
241,392355939.9823477,394755939.9823477,392595939.9823477,394515939.9823477,2026-07-09T22:54:47.019854+00:00,393555939.9823477,20.1440692112278,19.344881921775517,-23.775402384607712,46.080542583120035,393600031.7792227,25.936473371892234,146.484375,16384,2400000.0,0.0
242,393891756.39894086,396291756.39894086,394131756.39894086,396051756.39894086,2026-07-09T22:54:47.077361+00:00,395091756.39894086,21.12999505383843,20.331315935289847,-20.69575616840386,35.79848140382559,394261482.96144086,14.668486349987159,146.484375,16384,2400000.0,0.0
243,395427572.81553394,397827572.81553394,395667572.81553394,397587572.81553394,2026-07-09T22:54:47.133871+00:00,396627572.81553394,21.213203503618644,20.512933817168367,-13.253281931001803,37.9162940961644,396550961.48740894,16.703090592545756,146.484375,16384,2400000.0,0.0
244,396963389.2321271,399363389.2321271,397203389.2321271,399123389.2321271,2026-07-09T22:54:47.190738+00:00,398163389.2321271,19.98299297087116,19.304011772722514,-24.045410268382575,37.63657883671179,398399961.4977521,17.653585865840633,146.484375,16384,2400000.0,0.0
245,398499205.6487202,400899205.6487202,398739205.6487202,400659205.6487202,2026-07-09T22:54:47.247740+00:00,399699205.6487202,17.919063174563647,17.17102187861515,-18.595845486860615,35.887003062081384,398849010.3362202,17.967939887517737,146.484375,16384,2400000.0,0.0
246,400035022.0653133,402435022.0653133,400275022.0653133,402195022.0653133,2026-07-09T22:54:47.304507+00:00,401235022.0653133,15.52455289714367,14.642267743464453,-32.72871902232139,30.01437094612447,400768176.3621883,14.4898180489808,146.484375,16384,2400000.0,0.0
247,401570838.4819064,403970838.4819064,401810838.4819064,403730838.4819064,2026-07-09T22:54:47.361543+00:00,402770838.4819064,13.98445618825264,13.140927379501875,-33.0451060617511,61.93256980155786,403200037.7006564,47.948113613305225,146.484375,16384,2400000.0,0.0
248,403106654.89849955,405506654.89849955,403346654.89849955,405266654.89849955,2026-07-09T22:54:47.418249+00:00,404306654.89849955,14.91871896579475,14.169421150379401,-29.539649651556864,56.96519195946075,403199965.44537455,42.046472993666,146.484375,16384,2400000.0,0.0
249,404642471.3150927,407042471.3150927,404882471.3150927,406802471.3150927,2026-07-09T22:54:47.475311+00:00,405842471.3150927,15.676599560577746,14.806497178784149,-32.14961198777384,29.157059840370223,405715762.3307177,13.480460279792478,146.484375,16384,2400000.0,0.0
250,406178287.73168576,408578287.73168576,406418287.73168576,408338287.73168576,2026-07-09T22:54:47.533831+00:00,407378287.73168576,14.31217735769027,13.494418366509308,-27.255347231051648,34.28699428909645,407999967.41918576,19.974816931406178,146.484375,16384,2400000.0,0.0
251,407714104.1482789,410114104.1482789,407954104.1482789,409874104.1482789,2026-07-09T22:54:47.592344+00:00,408914104.1482789,13.067566537022799,12.159260836089402,-33.11416074701,34.563652105879726,407999895.1639039,21.496085568856927,146.484375,16384,2400000.0,0.0
252,409249920.564872,411649920.564872,409489920.564872,411409920.564872,2026-07-09T22:54:47.651317+00:00,410449920.564872,11.973805512691179,11.068064151317522,-32.97500382133479,26.011010809627372,410176287.752372,14.037205296936193,146.484375,16384,2400000.0,0.0
253,410785736.9814651,413185736.9814651,411025736.9814651,412945736.9814651,2026-07-09T22:54:47.709907+00:00,411985736.9814651,12.13840816921065,11.255451962828115,-28.220771560369773,36.80797909243503,412800043.6220901,24.669570923224384,146.484375,16384,2400000.0,0.0
254,412321553.39805824,414721553.39805824,412561553.39805824,414481553.39805824,2026-07-09T22:54:47.768640+00:00,413521553.39805824,12.310393437598787,11.47627367072239,-22.66503091202996,36.19463290705394,412799971.36680824,23.884239469455157,146.484375,16384,2400000.0,0.0
255,413857369.81465137,416257369.81465137,414097369.81465137,416017369.81465137,2026-07-09T22:54:47.828051+00:00,415057369.81465137,12.252644468686569,11.414602159427355,-26.015503978468388,32.274575929938436,414984860.04902637,20.021931461251867,146.484375,16384,2400000.0,0.0
256,415393186.23124444,417793186.23124444,415633186.23124444,417553186.23124444,2026-07-09T22:54:47.886869+00:00,416593186.23124444,11.991322599821792,11.098042970706194,-26.10192134126514,43.92108150358426,417599973.34061944,31.92975890376247,146.484375,16384,2400000.0,0.0
257,416929002.6478376,419329002.6478376,417169002.6478376,419089002.6478376,2026-07-09T22:54:47.947097+00:00,418129002.6478376,11.767392299141662,10.944968892790554,-32.252538790912375,45.35943143760708,417599901.0853376,33.59203913846542,146.484375,16384,2400000.0,0.0
258,418464819.0644307,420864819.0644307,418704819.0644307,420624819.0644307,2026-07-09T22:54:48.006817+00:00,419664819.0644307,11.826628003023504,10.92844305411274,-36.66654301970277,26.03725942262763,418863988.9863057,14.210631419604127,146.484375,16384,2400000.0,0.0
259,420000635.4810238,422400635.4810238,420240635.4810238,422160635.4810238,2026-07-09T22:54:48.066293+00:00,421200635.4810238,11.527625180290446,10.663520877835069,-24.761024490604157,27.97053767668698,422400049.5435238,16.442912496396534,146.484375,16384,2400000.0,0.0
260,421536451.8976169,423936451.8976169,421776451.8976169,423696451.8976169,2026-07-09T22:54:48.124544+00:00,422736451.8976169,12.516603066173484,11.654771347427873,-28.177194616411153,36.13440051951481,422399977.2882419,23.61779745334133,146.484375,16384,2400000.0,0.0
261,423072268.31421006,425472268.31421006,423312268.31421006,425232268.31421006,2026-07-09T22:54:48.183279+00:00,424272268.31421006,13.147339798650897,12.307060013182983,-29.055290055458528,25.409309245767943,423970803.47046006,12.261969447117046,146.484375,16384,2400000.0,0.0
262,424608084.73080313,427008084.73080313,424848084.73080313,426768084.73080313,2026-07-09T22:54:48.241306+00:00,425808084.73080313,12.787424617835827,11.929205180566854,-31.21082223118657,24.740745977360376,425624539.80892813,11.95332135952455,146.484375,16384,2400000.0,0.0
263,426143901.14739627,428543901.14739627,426383901.14739627,428303901.14739627,2026-07-09T22:54:48.299401+00:00,427343901.14739627,11.491085953342619,10.593567687417702,-29.79530575227221,31.564822244171,427199907.00677127,20.073736290828382,146.484375,16384,2400000.0,0.0
264,427679717.5639894,430079717.5639894,427919717.5639894,429839717.5639894,2026-07-09T22:54:48.358364+00:00,428879717.5639894,11.065053437704353,10.218720854517914,-44.328011353539466,23.097541827175515,428702764.4389894,12.032488389471162,146.484375,16384,2400000.0,0.0
265,429215533.9805825,431615533.9805825,429455533.9805825,431375533.9805825,2026-07-09T22:54:48.417885+00:00,430415533.9805825,10.931991984494132,10.038666524120092,-32.694289551798256,23.873886392118653,430364703.9024575,12.94189440762452,146.484375,16384,2400000.0,0.0
266,430751350.3971756,433151350.3971756,430991350.3971756,432911350.3971756,2026-07-09T22:54:48.476624+00:00,431951350.3971756,10.999638268828914,10.158071726252167,-35.99114905561357,31.161712719266838,431863166.8034256,20.162074450437924,146.484375,16384,2400000.0,0.0
267,432287166.81376874,434687166.81376874,432527166.81376874,434447166.81376874,2026-07-09T22:54:48.535406+00:00,433487166.81376874,11.013941135307633,10.178422418804391,-35.018534898004695,30.363503990873568,432863143.37626874,19.349562855565935,146.484375,16384,2400000.0,0.0
268,433822983.2303619,436222983.2303619,434062983.2303619,435982983.2303619,2026-07-09T22:54:48.592724+00:00,435022983.2303619,11.15382154003797,10.256613475344498,-52.28789279006747,23.994759547819267,434530502.7616119,12.840938007781297,146.484375,16384,2400000.0,0.0
269,435358799.64695495,437758799.64695495,435598799.64695495,437518799.64695495,2026-07-09T22:54:48.649840+00:00,436558799.64695495,11.028874604868566,10.16210465675744,-37.19156295827583,34.24942082467846,436799912.92820495,23.220546219809894,146.484375,16384,2400000.0,0.0
270,436894616.0635481,439294616.0635481,437134616.0635481,439054616.0635481,2026-07-09T22:54:48.707795+00:00,438094616.0635481,10.995661370219374,10.121101283179485,-30.89502262543136,23.2413607164921,437447155.1260481,12.245699346272726,146.484375,16384,2400000.0,0.0
271,438430432.4801412,440830432.4801412,438670432.4801412,440590432.4801412,2026-07-09T22:54:48.766436+00:00,439630432.4801412,11.192494968228024,10.304937923665474,-29.371106011594073,23.163212218102856,438868127.7926412,11.970717249874832,146.484375,16384,2400000.0,0.0
272,439966248.8967343,442366248.8967343,440206248.8967343,442126248.8967343,2026-07-09T22:54:48.824301+00:00,441166248.8967343,11.70607431309164,10.830381252425022,-26.98156976712371,36.79539759621563,441599842.6467343,25.08932328312399,146.484375,16384,2400000.0,0.0
273,441502065.31332743,443902065.31332743,441742065.31332743,443662065.31332743,2026-07-09T22:54:48.882627+00:00,442702065.31332743,11.709368171531427,10.863045093614842,-38.24928814758207,32.76349526632916,441599770.39145243,21.05412709479773,146.484375,16384,2400000.0,0.0
274,443037881.72992057,445437881.72992057,443277881.72992057,445197881.72992057,2026-07-09T22:54:48.941234+00:00,444237881.72992057,11.589568643285983,10.712573208112126,-31.074016218693266,26.0188689371255,444625332.90179557,14.429300293839518,146.484375,16384,2400000.0,0.0
275,444573698.14651364,446973698.14651364,444813698.14651364,446733698.14651364,2026-07-09T22:54:48.999974+00:00,445773698.14651364,11.625134693179174,10.710047867785836,-38.01017718038054,28.398045374801256,446399918.84963864,16.772910681622083,146.484375,16384,2400000.0,0.0
276,446109514.5631068,448509514.5631068,446349514.5631068,448269514.5631068,2026-07-09T22:54:49.058326+00:00,447309514.5631068,11.507551805146864,10.669276808747352,-25.52725208991849,28.156130152266222,446399846.5943568,16.648578347119358,146.484375,16384,2400000.0,0.0
277,447645330.9796999,450045330.9796999,447885330.9796999,449805330.9796999,2026-07-09T22:54:49.116544+00:00,448845330.9796999,11.504387269407136,10.575334381315582,-25.637096249732174,42.34397192056243,449000018.4796999,30.839584651155295,146.484375,16384,2400000.0,0.0
278,449181147.396293,451581147.396293,449421147.396293,451341147.396293,2026-07-09T22:54:49.175497+00:00,450381147.396293,11.29056593047776,10.394288943933041,-27.752328859713586,37.230274073242775,451199995.052543,25.939708142765014,146.484375,16384,2400000.0,0.0
279,450716963.8128861,453116963.8128861,450956963.8128861,452876963.8128861,2026-07-09T22:54:49.235685+00:00,451916963.8128861,11.300575465842659,10.43513439168827,-23.327783816492985,37.45693454520175,451199776.3128861,26.15635907935909,146.484375,16384,2400000.0,0.0
280,452252780.22947925,454652780.22947925,452492780.22947925,454412780.22947925,2026-07-09T22:54:49.294448+00:00,453452780.22947925,11.590284928318844,10.70922783562534,-31.079810229717978,27.563543180976005,452737936.47947925,15.97325825265716,146.484375,16384,2400000.0,0.0
281,453788596.6460723,456188596.6460723,454028596.6460723,455948596.6460723,2026-07-09T22:54:49.353060+00:00,454988596.6460723,11.76854210254198,10.837573959608292,-27.974961294229068,34.84200648406346,455999924.7710723,23.073464381521482,146.484375,16384,2400000.0,0.0
282,455324413.06266546,457724413.06266546,455564413.06266546,457484413.06266546,2026-07-09T22:54:49.411088+00:00,456524413.06266546,11.385725749611538,10.589933754011241,-33.29904236062444,36.13532911111692,455999852.51579046,24.74960336150538,146.484375,16384,2400000.0,0.0
283,456860229.4792586,459260229.4792586,457100229.4792586,459020229.4792586,2026-07-09T22:54:49.469104+00:00,458060229.4792586,10.91271841058455,10.009843821560935,-27.81778715742886,29.7778167036659,458950415.0261336,18.86509829308135,146.484375,16384,2400000.0,0.0
284,458396045.8958517,460796045.8958517,458636045.8958517,460556045.8958517,2026-07-09T22:54:49.527634+00:00,459596045.8958517,10.924839139972146,10.10968685641855,-28.24114208569732,45.35262364636125,458400000.9739767,34.4277845063891,146.484375,16384,2400000.0,0.0
285,459931862.3124448,462331862.3124448,460171862.3124448,462091862.3124448,2026-07-09T22:54:49.586503+00:00,461131862.3124448,10.604533999096287,9.747800171416674,-39.224966416787744,52.73714669268655,460799928.7186948,42.13261269359026,146.484375,16384,2400000.0,0.0
286,461467678.72903794,463867678.72903794,461707678.72903794,463627678.72903794,2026-07-09T22:54:49.644382+00:00,462667678.72903794,11.037472278831164,10.10539676955561,-35.79009081898902,23.37822651742341,462775344.74466294,12.340754238592247,146.484375,16384,2400000.0,0.0
287,463003495.1456311,465403495.1456311,463243495.1456311,465163495.1456311,2026-07-09T22:54:49.702118+00:00,464203495.1456311,11.016635598949708,10.167091744257682,-26.427619775558536,23.68363769776256,464288309.5987561,12.667002098812851,146.484375,16384,2400000.0,0.0
288,464539311.56222415,466939311.56222415,464779311.56222415,466699311.56222415,2026-07-09T22:54:49.760861+00:00,465739311.56222415,10.785643178516423,9.855308789163667,-34.421342200738295,34.6025986981715,465599858.43722415,23.816955519655075,146.484375,16384,2400000.0,0.0
289,466075127.9788173,468475127.9788173,466315127.9788173,468235127.9788173,2026-07-09T22:54:49.820372+00:00,467275127.9788173,10.299030349677924,9.396129625599274,-41.439092557070225,22.373175346311825,466578301.8069423,12.074144996633901,146.484375,16384,2400000.0,0.0
290,467610944.3954104,470010944.3954104,467850944.3954104,469770944.3954104,2026-07-09T22:54:49.878883+00:00,468810944.3954104,10.876945944903575,10.009702168929925,-29.075963726940557,24.003160986347204,468533356.5047854,13.12621504144363,146.484375,16384,2400000.0,0.0
291,469146760.8120035,471546760.8120035,469386760.8120035,471306760.8120035,2026-07-09T22:54:49.936376+00:00,470346760.8120035,13.239267304581803,12.729734258641587,-31.21445306935604,49.995032374420376,470309993.2338785,36.755765069838574,146.484375,16384,2400000.0,0.0
292,470682577.2285966,473082577.2285966,470922577.2285966,472842577.2285966,2026-07-09T22:54:49.994402+00:00,471882577.2285966,16.61380269523764,15.875204937024886,-23.3843052900123,32.432831121697596,472567684.6504716,15.819028426459955,146.484375,16384,2400000.0,0.0
293,472218393.64518976,474618393.64518976,472458393.64518976,474378393.64518976,2026-07-09T22:54:50.052512+00:00,473418393.64518976,16.49807539850351,15.79640806882789,-24.233627304512304,32.17587847995902,474320004.97331476,15.677803081455508,146.484375,16384,2400000.0,0.0
294,473754210.06178284,476154210.06178284,473994210.06178284,475914210.06178284,2026-07-09T22:54:50.111377+00:00,474954210.06178284,16.129754656102456,15.446599078810962,-29.901412716228293,46.65654508309031,475199864.35865784,30.52679042698785,146.484375,16384,2400000.0,0.0
295,475290026.478376,477690026.478376,475530026.478376,477450026.478376,2026-07-09T22:54:50.170447+00:00,476490026.478376,13.216941953291283,12.707272851732116,-31.448175366747858,35.500764001948255,476567956.165876,22.283822048656972,146.484375,16384,2400000.0,0.0
296,476825842.8949691,479225842.8949691,477065842.8949691,478985842.8949691,2026-07-09T22:54:50.229765+00:00,478025842.8949691,12.734861693166753,12.48093477500545,-25.995009430878774,44.08377029175476,478855969.8480941,31.348908598588007,146.484375,16384,2400000.0,0.0
297,478361659.3115622,480761659.3115622,478601659.3115622,480521659.3115622,2026-07-09T22:54:50.288768+00:00,479561659.3115622,14.973682661316973,15.057968116111628,-37.25754904519073,59.96742010080044,479999794.0771872,44.99373743948347,146.484375,16384,2400000.0,0.0
298,479897475.7281553,482297475.7281553,480137475.7281553,482057475.7281553,2026-07-09T22:54:50.347140+00:00,481097475.7281553,15.275950815473173,15.313995315987217,-31.395823079592656,56.53865118369659,480000014.7906553,41.26270036822341,146.484375,16384,2400000.0,0.0
299,481433292.14474845,483833292.14474845,481673292.14474845,483593292.14474845,2026-07-09T22:54:50.406172+00:00,482633292.14474845,14.21479822132412,14.239583953132765,-37.09583741483775,43.19648064486703,482279971.83224845,28.98168242354291,146.484375,16384,2400000.0,0.0
300,482969108.5613415,485369108.5613415,483209108.5613415,485129108.5613415,2026-07-09T22:54:50.464738+00:00,484169108.5613415,16.252747762634936,16.2100177146797,-26.992084553321497,40.992227059495434,483431852.7019665,24.739479296860498,146.484375,16384,2400000.0,0.0
301,484504924.97793466,486904924.97793466,484744924.97793466,486664924.97793466,2026-07-09T22:54:50.524763+00:00,485704924.97793466,17.382854103918852,17.171009422403586,-28.108353606921305,40.27313637337024,485145354.66543466,22.89028226945139,146.484375,16384,2400000.0,0.0
302,486040741.3945278,488440741.3945278,486280741.3945278,488200741.3945278,2026-07-09T22:54:50.582210+00:00,487240741.3945278,17.233587029440216,16.788220173276542,-23.696480422164083,36.28887490897489,487343866.3945278,19.055287879534674,146.484375,16384,2400000.0,0.0
303,487576557.81112087,489976557.81112087,487816557.81112087,489736557.81112087,2026-07-09T22:54:50.640695+00:00,488776557.81112087,15.527036383596435,14.974520545315842,-43.91570689830819,50.79043163614277,489599799.99862087,35.26339525254633,146.484375,16384,2400000.0,0.0
304,489112374.227714,491512374.227714,489352374.227714,491272374.227714,2026-07-09T22:54:50.698743+00:00,490312374.227714,13.592736692774459,12.831529263857089,-28.07689390109931,51.67716223466102,489600020.712089,38.08442554188656,146.484375,16384,2400000.0,0.0
305,490648190.64430714,493048190.64430714,490888190.64430714,492808190.64430714,2026-07-09T22:54:50.757548+00:00,491848190.64430714,11.665256833925525,10.823165971358684,-24.32635317085936,25.87787269715089,491323483.61305714,14.212615863225366,146.484375,16384,2400000.0,0.0
306,492184007.0609002,494584007.0609002,492424007.0609002,494344007.0609002,2026-07-09T22:54:50.815800+00:00,493384007.0609002,10.981284852273765,10.080118675444204,-31.41687929841821,28.019014912012977,494310227.7640252,17.03773005973921,146.484375,16384,2400000.0,0.0
307,493719823.47749335,496119823.47749335,493959823.47749335,495879823.47749335,2026-07-09T22:54:50.874783+00:00,494919823.47749335,10.92658762283284,10.105843523047582,-40.355029366219384,30.174608768641498,494310301.99311835,19.248021145808657,146.484375,16384,2400000.0,0.0
308,495255639.8940865,497655639.8940865,495495639.8940865,497415639.8940865,2026-07-09T22:54:50.934676+00:00,496455639.8940865,11.069089021159336,10.187988150583063,-44.30125764716593,24.107004335343007,496297436.7690865,13.037915314183671,146.484375,16384,2400000.0,0.0
309,496791456.3106796,499191456.3106796,497031456.3106796,498951456.3106796,2026-07-09T22:54:50.992990+00:00,497991456.3106796,10.699167215683456,10.044409238798089,-28.84131680462362,45.982595020554626,498498292.2481796,35.28342780487117,146.484375,16384,2400000.0,0.0
310,498327272.7272727,500727272.7272727,498567272.7272727,500487272.7272727,2026-07-09T22:54:51.050410+00:00,499527272.7272727,10.405056113285726,9.748610814591387,-31.99201817567836,45.30742116442929,498904714.1335227,34.90236505114357,146.484375,16384,2400000.0,0.0
311,499863089.1438658,502263089.1438658,500103089.1438658,502023089.1438658,2026-07-09T22:54:51.109178+00:00,501063089.1438658,10.381141153428668,9.517765213193462,-33.14183949019193,34.60479099088201,499873343.0501158,24.22364983745334,146.484375,16384,2400000.0,0.0
312,501398905.56045896,503798905.56045896,501638905.56045896,503558905.56045896,2026-07-09T22:54:51.168612+00:00,502598905.56045896,10.157188557714262,9.328413957323939,-30.973975099793485,25.256601441839255,503476639.93545896,15.099412884124993,146.484375,16384,2400000.0,0.0
313,502934721.97705203,505334721.97705203,503174721.97705203,505094721.97705203,2026-07-09T22:54:51.226691+00:00,504134721.97705203,10.461742173862039,9.554577123016344,-24.97952278491924,42.556893832027214,504000102.83642703,32.09515165816518,146.484375,16384,2400000.0,0.0
314,504470538.39364517,506870538.39364517,504710538.39364517,506630538.39364517,2026-07-09T22:54:51.286054+00:00,505670538.39364517,14.580325909916157,16.707782890967724,-21.675817656533155,67.60586127540988,506310089.17489517,53.025535365493724,146.484375,16384,2400000.0,0.0
315,506006354.8102383,508406354.8102383,506246354.8102383,508166354.8102383,2026-07-09T22:54:51.345099+00:00,507206354.8102383,29.117330633560083,28.03571859700793,-18.300853159151092,66.9014535950845,506310016.9196133,37.78412296152442,146.484375,16384,2400000.0,0.0
316,507542171.2268314,509942171.2268314,507782171.2268314,509702171.2268314,2026-07-09T22:54:51.404004+00:00,508742171.2268314,30.085541647509206,29.364354919912017,-16.24150015216346,44.36371258916714,508819661.4612064,14.278170941657937,146.484375,16384,2400000.0,0.0
317,509077987.6434245,511477987.6434245,509317987.6434245,511237987.6434245,2026-07-09T22:54:51.462771+00:00,510277987.6434245,31.3118756440135,30.499070702209885,-15.553138095055953,45.839429394698676,510432675.1434245,14.527553750685176,146.484375,16384,2400000.0,0.0
318,510613804.06001765,513013804.06001765,510853804.06001765,512773804.06001765,2026-07-09T22:54:51.520941+00:00,511813804.06001765,26.298835018979926,24.92058526562889,-19.089915574355896,44.06849874261522,512225278.66939265,17.769663723635293,146.484375,16384,2400000.0,0.0
319,512149620.4766107,514549620.4766107,512389620.4766107,514309620.4766107,2026-07-09T22:54:51.579499+00:00,513349620.4766107,27.721641295666064,27.317161361935376,-18.291691616340017,49.704140137008054,514044688.8359857,21.98249884134199,146.484375,16384,2400000.0,0.0
320,513685436.89320385,516085436.89320385,513925436.89320385,515845436.89320385,2026-07-09T22:54:51.637975+00:00,514885436.89320385,31.721357871777865,30.825030011988275,-13.313982370435657,48.72256843234082,515521472.04945385,17.001210560562956,146.484375,16384,2400000.0,0.0
321,515221253.309797,517621253.309797,515461253.309797,517381253.309797,2026-07-09T22:54:51.694401+00:00,516421253.309797,33.030201959801495,32.187151526970226,-23.13057510081309,49.22666904612495,516832581.434797,16.19646708632345,146.484375,16384,2400000.0,0.0
322,516757069.72639006,519157069.72639006,516997069.72639006,518917069.72639006,2026-07-09T22:54:51.751306+00:00,517957069.72639006,25.228115316787733,26.3004378661446,-22.491086405993507,51.181519419407834,517445106.83576506,25.9534041026201,146.484375,16384,2400000.0,0.0
323,518292886.1429832,520692886.1429832,518532886.1429832,520452886.1429832,2026-07-09T22:54:51.808535+00:00,519492886.1429832,13.467054260052219,12.68608338345198,-22.181881923775904,47.96970191675442,518399966.2211082,34.502647656702194,146.484375,16384,2400000.0,0.0
324,519828702.55957633,522228702.55957633,520068702.55957633,521988702.55957633,2026-07-09T22:54:51.867048+00:00,521028702.55957633,14.204511420744112,13.3026032020614,-35.48619516009068,28.087089088618555,520775870.52832633,13.882577667874443,146.484375,16384,2400000.0,0.0
325,521364518.9761694,523764518.9761694,521604518.9761694,523524518.9761694,2026-07-09T22:54:51.924286+00:00,522564518.9761694,14.013539025213014,13.118924422238164,-25.68040826920967,28.188665970518137,523200114.6792944,14.175126945305124,146.484375,16384,2400000.0,0.0
326,522900335.39276254,525300335.39276254,523140335.39276254,525060335.39276254,2026-07-09T22:54:51.982017+00:00,524100335.39276254,13.61596103567332,12.79326876607075,-28.542586740812048,28.379099480129128,524720257.26776254,14.763138444455807,146.484375,16384,2400000.0,0.0
327,524436151.8093557,526836151.8093557,524676151.8093557,526596151.8093557,2026-07-09T22:54:52.040292+00:00,525636151.8093557,14.07789203665757,13.275294420545512,-29.420703256088622,28.647183302658767,526287128.3718557,14.569291266001198,146.484375,16384,2400000.0,0.0
328,525971968.2259488,528371968.2259488,526211968.2259488,528131968.2259488,2026-07-09T22:54:52.097756+00:00,527171968.2259488,14.484065108437342,13.692435740474176,-24.59857522207772,34.70638179402346,528000044.3978238,20.222316685586115,146.484375,16384,2400000.0,0.0
329,527507784.6425419,529907784.6425419,527747784.6425419,529667784.6425419,2026-07-09T22:54:52.154976+00:00,528707784.6425419,13.411599604427781,12.59620422368131,-35.22795097356369,35.48242088855324,527999972.1425419,22.07082128412546,146.484375,16384,2400000.0,0.0
330,529043601.059135,531443601.059135,529283601.059135,531203601.059135,2026-07-09T22:54:52.212519+00:00,530243601.059135,13.702163639236154,12.906217890670417,-25.92345091289952,45.73389449488502,530310104.965385,32.03173085564887,146.484375,16384,2400000.0,0.0
331,530579417.47572815,532979417.47572815,530819417.47572815,532739417.47572815,2026-07-09T22:54:52.271324+00:00,531779417.47572815,15.444629159523526,14.690301338340298,-28.516039515331038,42.81892570934275,532800120.60072815,27.374296549819224,146.484375,16384,2400000.0,0.0
332,532115233.8923212,534515233.8923212,532355233.8923212,534275233.8923212,2026-07-09T22:54:52.329828+00:00,533315233.8923212,17.258020867411147,16.453622368263584,-23.16930551398134,44.74938967646676,532800048.3454462,27.491368809055615,146.484375,16384,2400000.0,0.0
333,533651050.30891436,536051050.30891436,533891050.30891436,535811050.30891436,2026-07-09T22:54:52.388091+00:00,534851050.30891436,16.403131779633355,15.841609132299599,-25.810373368163187,36.969880996974695,535479907.73078936,20.56674921734134,146.484375,16384,2400000.0,0.0
334,535186866.7255075,537586866.7255075,535426866.7255075,537346866.7255075,2026-07-09T22:54:52.445776+00:00,536386866.7255075,15.993508463758332,15.494985097618073,-22.85481312526809,36.70904846411405,536608058.1317575,20.715540000355716,146.484375,16384,2400000.0,0.0
335,536722683.1421006,539122683.1421006,536962683.1421006,538882683.1421006,2026-07-09T22:54:52.502789+00:00,537922683.1421006,15.942804424104885,15.298072526651177,-23.725064107253036,39.730338070896,538863991.7358506,23.78753364679112,146.484375,16384,2400000.0,0.0
336,538258499.5586936,540658499.5586936,538498499.5586936,540418499.5586936,2026-07-09T22:54:52.560258+00:00,539458499.5586936,15.532342035616303,14.790270513419575,-32.62285794997077,40.48095995790533,539999905.8086936,24.948617922289024,146.484375,16384,2400000.0,0.0
337,539794315.9752868,542194315.9752868,540034315.9752868,541954315.9752868,2026-07-09T22:54:52.618192+00:00,540994315.9752868,14.989634377424881,14.154602684846608,-26.111955909647982,38.54602900483193,539999833.5534118,23.556394627407048,146.484375,16384,2400000.0,0.0
338,541330132.3918799,543730132.3918799,541570132.3918799,543490132.3918799,2026-07-09T22:54:52.675424+00:00,542530132.3918799,21.76421494797154,20.995445315266725,-21.91049836522349,56.98265336548782,542310112.8606299,35.21843841751628,146.484375,16384,2400000.0,0.0
339,542865948.8084731,545265948.8084731,543105948.8084731,545025948.8084731,2026-07-09T22:54:52.732879+00:00,544065948.8084731,30.422421638245073,29.63295865226823,-10.504623314999913,45.06838787858163,544531036.6990981,14.64596624033656,146.484375,16384,2400000.0,0.0
