window,capture_start,capture_stop,usable_start,usable_stop,timestamp,center_frequency,noise_floor,average_power,minimum_power,peak_power,peak_frequency,dynamic_range,bin_width,fft_size,sample_rate,gain
641,1006682506.619594,1009082506.619594,1006922506.619594,1008842506.619594,2026-07-09T22:55:10.467968+00:00,1007882506.619594,4.260958810100968,3.4160600303706468,-34.48832063462516,50.753458385897105,1007999840.603969,46.49249957579614,146.484375,16384,2400000.0,0.0
642,1008218323.036187,1010618323.036187,1008458323.036187,1010378323.036187,2026-07-09T22:55:10.526217+00:00,1009418323.036187,5.021256482678728,4.1272051044218925,-34.98589051933358,29.321624253418292,1008522278.114312,24.300367770739562,146.484375,16384,2400000.0,0.0
643,1009754139.4527801,1012154139.4527801,1009994139.4527801,1011914139.4527801,2026-07-09T22:55:10.582903+00:00,1010954139.4527801,5.283351674405081,4.421218222827816,-34.10788915823612,17.743881638971047,1010954139.4527801,12.460529964565966,146.484375,16384,2400000.0,0.0
644,1011289955.8693733,1013689955.8693733,1011529955.8693733,1013449955.8693733,2026-07-09T22:55:10.639411+00:00,1012489955.8693733,5.518558745485629,4.60597368002766,-41.09968165998744,22.544500173469665,1012800063.2912483,17.025941427984037,146.484375,16384,2400000.0,0.0
645,1012825772.2859664,1015225772.2859664,1013065772.2859664,1014985772.2859664,2026-07-09T22:55:10.696538+00:00,1014025772.2859664,6.144430599366787,5.322904016549426,-32.603433280204996,20.744831897480008,1014919912.9109664,14.600401298113221,146.484375,16384,2400000.0,0.0
646,1014361588.7025595,1016761588.7025595,1014601588.7025595,1016521588.7025595,2026-07-09T22:55:10.753537+00:00,1015561588.7025595,6.445702518285626,5.612184523069814,-38.08537480038134,22.970694900609804,1016039860.1869345,16.52499238232418,146.484375,16384,2400000.0,0.0
647,1015897405.1191527,1018297405.1191527,1016137405.1191527,1018057405.1191527,2026-07-09T22:55:10.810695+00:00,1017097405.1191527,7.143459137583448,6.298057461247183,-36.98556859758837,25.232846762927466,1017167717.6191527,18.089387625344017,146.484375,16384,2400000.0,0.0
648,1017433221.5357457,1019833221.5357457,1017673221.5357457,1019593221.5357457,2026-07-09T22:55:10.870133+00:00,1018633221.5357457,6.538798549264483,5.794109752689172,-33.4034899930331,28.7112202607983,1019423797.7076207,22.172421711533815,146.484375,16384,2400000.0,0.0
649,1018969037.9523388,1021369037.9523388,1019209037.9523388,1021129037.9523388,2026-07-09T22:55:10.929487+00:00,1020169037.9523388,5.947358440902087,5.195324667074999,-41.66669315118614,30.920325233689773,1020000141.4679638,24.972966792787687,146.484375,16384,2400000.0,0.0
650,1020504854.368932,1022904854.368932,1020744854.368932,1022664854.368932,2026-07-09T22:55:10.989219+00:00,1021704854.368932,5.502344648938779,4.671324605935407,-37.74385664833497,46.12620508309617,1022400069.212682,40.623860434157386,146.484375,16384,2400000.0,0.0
651,1022040670.7855251,1024440670.7855251,1022280670.7855251,1024200670.7855251,2026-07-09T22:55:11.048118+00:00,1023240670.7855251,5.553481319620053,4.7649002558907725,-34.09613614516906,45.64735802705662,1022399996.9574001,40.093876707436564,146.484375,16384,2400000.0,0.0
652,1023576487.2021183,1025976487.2021183,1023816487.2021183,1025736487.2021183,2026-07-09T22:55:11.107548+00:00,1024776487.2021183,6.345476098473782,5.4968144401931,-33.354397756349556,19.883452896905666,1024776487.2021183,13.537976798431885,146.484375,16384,2400000.0,0.0
653,1025112303.6187114,1027512303.6187114,1025352303.6187114,1027272303.6187114,2026-07-09T22:55:11.167323+00:00,1026312303.6187114,6.928539731255912,6.029401449130386,-32.559376744490194,21.360634060520812,1026398436.4312114,14.4320943292649,146.484375,16384,2400000.0,0.0
654,1026648120.0353044,1029048120.0353044,1026888120.0353044,1028808120.0353044,2026-07-09T22:55:11.225851+00:00,1027848120.0353044,6.906838518822015,6.043917201316251,-32.92528285628711,25.298436368005728,1027199780.1915544,18.39159784918371,146.484375,16384,2400000.0,0.0
655,1028183936.4518976,1030583936.4518976,1028423936.4518976,1030343936.4518976,2026-07-09T22:55:11.284390+00:00,1029383936.4518976,7.0046636449039665,6.156608531240343,-33.95217134825436,20.285947825791087,1029323145.4362726,13.28128418088712,146.484375,16384,2400000.0,0.0
656,1029719752.8684907,1032119752.8684907,1029959752.8684907,1031879752.8684907,2026-07-09T22:55:11.342782+00:00,1030919752.8684907,6.259704613378757,5.388071154250303,-33.274748655682714,22.107198724081005,1030919752.8684907,15.847494110702248,146.484375,16384,2400000.0,0.0
657,1031255569.2850838,1033655569.2850838,1031495569.2850838,1033415569.2850838,2026-07-09T22:55:11.402662+00:00,1032455569.2850838,5.741040592241654,4.872990916094785,-37.62681608598504,19.580903737657398,1033173635.6913338,13.839863145415745,146.484375,16384,2400000.0,0.0
658,1032791385.701677,1035191385.701677,1033031385.701677,1034951385.701677,2026-07-09T22:55:11.462365+00:00,1033991385.701677,5.879192086206405,5.0549472901942485,-35.41088783232796,19.45175980166632,1033991385.701677,13.572567715459915,146.484375,16384,2400000.0,0.0
659,1034327202.11827,1036727202.11827,1034567202.11827,1036487202.11827,2026-07-09T22:55:11.519694+00:00,1035527202.11827,6.949102284566946,6.087267465889459,-37.710545599607606,37.004984283003935,1036277202.11827,30.055881998436988,146.484375,16384,2400000.0,0.0
660,1035863018.5348631,1038263018.5348631,1036103018.5348631,1038023018.5348631,2026-07-09T22:55:11.577219+00:00,1037063018.5348631,7.2675084904522205,6.441435069240069,-42.15128779409132,51.56160192050274,1036799786.1129881,44.294093430050516,146.484375,16384,2400000.0,0.0
661,1037398834.9514563,1039798834.9514563,1037638834.9514563,1039558834.9514563,2026-07-09T22:55:11.634472+00:00,1038598834.9514563,8.104335371128782,7.286238058219887,-32.502520435190846,22.080738254462556,1038296491.2014563,13.976402883333774,146.484375,16384,2400000.0,0.0
662,1038934651.3680494,1041334651.3680494,1039174651.3680494,1041094651.3680494,2026-07-09T22:55:11.691333+00:00,1040134651.3680494,7.94321801122957,7.17579406075822,-27.543399315318965,22.91072755619876,1039437092.7742994,14.967509544969191,146.484375,16384,2400000.0,0.0
663,1040470467.7846425,1042870467.7846425,1040710467.7846425,1042630467.7846425,2026-07-09T22:55:11.748279+00:00,1041670467.7846425,7.229352909819864,6.3965551467282715,-32.5242177807049,22.039270609731688,1041151180.6752675,14.809917699911823,146.484375,16384,2400000.0,0.0
664,1042006284.2012357,1044406284.2012357,1042246284.2012357,1044166284.2012357,2026-07-09T22:55:11.804922+00:00,1043206284.2012357,6.039412890605011,5.111167623730313,-44.78014110061561,18.086403057621464,1043206284.2012357,12.046990167016453,146.484375,16384,2400000.0,0.0
665,1043542100.6178287,1045942100.6178287,1043782100.6178287,1045702100.6178287,2026-07-09T22:55:11.861469+00:00,1044742100.6178287,5.803431372650216,4.922297659912655,-39.208228090583724,17.584067310172667,1044789708.0397037,11.780635937522451,146.484375,16384,2400000.0,0.0
666,1045077917.0344218,1047477917.0344218,1045317917.0344218,1047237917.0344218,2026-07-09T22:55:11.918253+00:00,1046277917.0344218,6.582664672530965,5.70291804775473,-47.43074773052393,19.033658575035833,1046837926.8000468,12.450993902504868,146.484375,16384,2400000.0,0.0
667,1046613733.451015,1049013733.451015,1046853733.451015,1048773733.451015,2026-07-09T22:55:11.975344+00:00,1047813733.451015,7.225243788626168,6.388940664540399,-38.12806828547266,21.638645538990108,1048548352.59164,14.41340175036394,146.484375,16384,2400000.0,0.0
668,1048149549.8676081,1050549549.8676081,1048389549.8676081,1050309549.8676081,2026-07-09T22:55:12.032178+00:00,1049349549.8676081,7.561880485924608,6.808120590331747,-31.2786802053526,22.48016729964686,1050302137.7582331,14.91828681372225,146.484375,16384,2400000.0,0.0
669,1049685366.2842011,1052085366.2842011,1049925366.2842011,1051845366.2842011,2026-07-09T22:55:12.088977+00:00,1050885366.2842011,8.524630399680786,7.705617565230835,-27.819649431880265,45.52253829356454,1051200014.7217011,36.99790789388375,146.484375,16384,2400000.0,0.0
670,1051221182.7007943,1053621182.7007943,1051461182.7007943,1053381182.7007943,2026-07-09T22:55:12.145562+00:00,1052421182.7007943,6.470134002501039,5.634878497052185,-32.21039321961284,35.02467275263982,1053599942.4664193,28.554538750138782,146.484375,16384,2400000.0,0.0
671,1052756999.1173874,1055156999.1173874,1052996999.1173874,1054916999.1173874,2026-07-09T22:55:12.202302+00:00,1053956999.1173874,6.414541140749572,5.519497923838188,-35.314300061257484,19.056928391178666,1053771256.9298874,12.642387250429094,146.484375,16384,2400000.0,0.0
672,1054292815.5339805,1056692815.5339805,1054532815.5339805,1056452815.5339805,2026-07-09T22:55:12.258730+00:00,1055492815.5339805,6.26048994680516,5.371844554127575,-42.973261285527386,25.553688576917736,1055996282.3308555,19.293198630112578,146.484375,16384,2400000.0,0.0
673,1055828631.9505737,1058228631.9505737,1056068631.9505737,1057988631.9505737,2026-07-09T22:55:12.315554+00:00,1057028631.9505737,5.9454757097449775,5.031932562389581,-34.8972641519972,20.498956841080926,1055996210.0755737,14.553481131335948,146.484375,16384,2400000.0,0.0
674,1057364448.3671668,1059764448.3671668,1057604448.3671668,1059524448.3671668,2026-07-09T22:55:12.372386+00:00,1058564448.3671668,5.923170380169517,5.009500172333105,-34.5586919234467,20.109592047835537,1058564448.3671668,14.186421667666021,146.484375,16384,2400000.0,0.0
675,1058900264.7837598,1061300264.7837598,1059140264.7837598,1061060264.7837598,2026-07-09T22:55:12.428701+00:00,1060100264.7837598,5.901130281021937,5.082592040437179,-30.875519741119568,19.595653009904186,1060100264.7837598,13.69452272888225,146.484375,16384,2400000.0,0.0
676,1060436081.200353,1062836081.200353,1060676081.200353,1062596081.200353,2026-07-09T22:55:12.485354+00:00,1061636081.200353,5.744671700974524,4.8386183970327625,-37.636383212344924,22.648610618523325,1061636081.200353,16.9039389175488,146.484375,16384,2400000.0,0.0
677,1061971897.6169461,1064371897.6169461,1062211897.6169461,1064131897.6169461,2026-07-09T22:55:12.542343+00:00,1063171897.6169461,6.20186123576582,5.364753599013834,-34.76974810934113,21.49641065389854,1063788010.8981961,15.29454941813272,146.484375,16384,2400000.0,0.0
678,1063507714.0335392,1065907714.0335392,1063747714.0335392,1065667714.0335392,2026-07-09T22:55:12.598575+00:00,1064707714.0335392,6.837707920383031,6.0343583839571115,-30.744303307918802,46.09331166886164,1065599803.8772892,39.255603748478606,146.484375,16384,2400000.0,0.0
679,1065043530.4501324,1067443530.4501324,1065283530.4501324,1067203530.4501324,2026-07-09T22:55:12.655609+00:00,1066243530.4501324,7.039164178093644,6.157119216190381,-40.135181408521134,46.490474062782184,1065599731.6220074,39.45130988468854,146.484375,16384,2400000.0,0.0
680,1066579346.8667254,1068979346.8667254,1066819346.8667254,1068739346.8667254,2026-07-09T22:55:12.712132+00:00,1067779346.8667254,6.79994641127182,5.904621568638227,-30.648180242160254,19.97411133292345,1067168946.4761004,13.174164921651629,146.484375,16384,2400000.0,0.0
681,1068115163.2833185,1070515163.2833185,1068355163.2833185,1070275163.2833185,2026-07-09T22:55:12.769388+00:00,1069315163.2833185,6.257017329337867,5.388510387442888,-39.69741163854615,18.699842098909436,1068574977.7364435,12.442824769571569,146.484375,16384,2400000.0,0.0
682,1069650979.6999117,1072050979.6999117,1069890979.6999117,1071810979.6999117,2026-07-09T22:55:12.826267+00:00,1070850979.6999117,5.7546956343822036,4.890656572166986,-33.97654352778758,18.85203786326454,1070850979.6999117,13.097342228882335,146.484375,16384,2400000.0,0.0
683,1071186796.1165048,1073586796.1165048,1071426796.1165048,1073346796.1165048,2026-07-09T22:55:12.883445+00:00,1072386796.1165048,5.371904245409803,4.46455248506776,-37.69249904312608,16.329134922352118,1072543534.3977548,10.957230676942315,146.484375,16384,2400000.0,0.0
684,1072722612.5330977,1075122612.5330977,1072962612.5330977,1074882612.5330977,2026-07-09T22:55:12.940300+00:00,1073922612.5330977,5.494698005801892,4.535962925791088,-38.16107950795997,19.744566401498716,1073922612.5330977,14.249868395696824,146.484375,16384,2400000.0,0.0
685,1074258428.949691,1076658428.949691,1074498428.949691,1076418428.949691,2026-07-09T22:55:12.997667+00:00,1075458428.949691,5.6088692157206275,4.782365498239409,-42.32703319129017,21.75418592478963,1076039678.949691,16.145316709069004,146.484375,16384,2400000.0,0.0
686,1075794245.3662841,1078194245.3662841,1076034245.3662841,1077954245.3662841,2026-07-09T22:55:13.054214+00:00,1076994245.3662841,5.868937925878227,5.0485868139284085,-35.36624967446117,23.772287988271206,1077744098.8819091,17.903350062392978,146.484375,16384,2400000.0,0.0
687,1077330061.7828772,1079730061.7828772,1077570061.7828772,1079490061.7828772,2026-07-09T22:55:13.111324+00:00,1078530061.7828772,5.781242750776095,5.020731400823933,-31.508594809168056,26.476329287477903,1078863899.6735022,20.695086536701808,146.484375,16384,2400000.0,0.0
688,1078865878.1994705,1081265878.1994705,1079105878.1994705,1081025878.1994705,2026-07-09T22:55:13.168062+00:00,1080065878.1994705,6.033454911594546,5.2065952296299844,-33.78766922543288,32.212909700584504,1079999960.2307205,26.179454788989958,146.484375,16384,2400000.0,0.0
689,1080401694.6160636,1082801694.6160636,1080641694.6160636,1082561694.6160636,2026-07-09T22:55:13.224703+00:00,1081601694.6160636,5.5963632411677064,4.762106314651774,-42.11050509222023,23.470666487075512,1081135874.3035636,17.874303245907804,146.484375,16384,2400000.0,0.0
690,1081937511.0326567,1084337511.0326567,1082177511.0326567,1084097511.0326567,2026-07-09T22:55:13.281019+00:00,1083137511.0326567,5.431831313445004,4.525687132036269,-36.79628234365406,19.83932113392671,1083137511.0326567,14.407489820481706,146.484375,16384,2400000.0,0.0
691,1083473327.4492497,1085873327.4492497,1083713327.4492497,1085633327.4492497,2026-07-09T22:55:13.337233+00:00,1084673327.4492497,5.610042494890969,4.703518920983912,-35.67363629333584,20.09034804516316,1084673327.4492497,14.480305550272192,146.484375,16384,2400000.0,0.0
692,1085009143.8658428,1087409143.8658428,1085249143.8658428,1087169143.8658428,2026-07-09T22:55:13.393735+00:00,1086209143.8658428,5.748646345736433,4.920916809260508,-39.80896357961045,19.218569353895617,1085671985.6627178,13.469923008159185,146.484375,16384,2400000.0,0.0
693,1086544960.282436,1088944960.282436,1086784960.282436,1088704960.282436,2026-07-09T22:55:13.450987+00:00,1087744960.282436,5.3845658513782935,4.511421811498199,-33.17721726560286,20.448766717133804,1087744960.282436,15.06420086575551,146.484375,16384,2400000.0,0.0
694,1088080776.699029,1090480776.699029,1088320776.699029,1090240776.699029,2026-07-09T22:55:13.507660+00:00,1089280776.699029,5.002826536612712,4.143820983740817,-37.6639016149245,18.61123811069756,1089280776.699029,13.608411574084847,146.484375,16384,2400000.0,0.0
695,1089616593.115622,1092016593.115622,1089856593.115622,1091776593.115622,2026-07-09T22:55:13.564292+00:00,1090816593.115622,4.717095514817135,3.8684948924671145,-34.88025404451113,19.99227311654542,1090816593.115622,15.275177601728284,146.484375,16384,2400000.0,0.0
696,1091152409.5322154,1093552409.5322154,1091392409.5322154,1093312409.5322154,2026-07-09T22:55:13.620600+00:00,1092352409.5322154,4.666293933724575,3.759576122016723,-44.01688009467869,18.680264295094315,1092352409.5322154,14.01397036136974,146.484375,16384,2400000.0,0.0
697,1092688225.9488084,1095088225.9488084,1092928225.9488084,1094848225.9488084,2026-07-09T22:55:13.678612+00:00,1093888225.9488084,4.832020833085529,3.9977483230379103,-40.0101839628025,24.396791987210285,1094399749.3863084,19.564771154124756,146.484375,16384,2400000.0,0.0
698,1094224042.3654015,1096624042.3654015,1094464042.3654015,1096384042.3654015,2026-07-09T22:55:13.735247+00:00,1095424042.3654015,4.4210659025620895,3.5186854277777178,-39.81353584690575,21.32387115570374,1094400116.5841515,16.90280525314165,146.484375,16384,2400000.0,0.0
699,1095759858.7819948,1098159858.7819948,1095999858.7819948,1097919858.7819948,2026-07-09T22:55:13.791762+00:00,1096959858.7819948,4.366577847940357,3.4678872880759775,-49.34020091901993,18.741128425256456,1096959858.7819948,14.374550577316098,146.484375,16384,2400000.0,0.0
700,1097295675.198588,1099695675.198588,1097535675.198588,1099455675.198588,2026-07-09T22:55:13.848386+00:00,1098495675.198588,3.9230153748778287,3.0691340139861207,-40.60249834659381,18.92778115890301,1098495675.198588,15.004765784025182,146.484375,16384,2400000.0,0.0
701,1098831491.615181,1101231491.615181,1099071491.615181,1100991491.615181,2026-07-09T22:55:13.904918+00:00,1100031491.615181,3.8293243401096024,2.9097483538209143,-33.44869329992968,19.62875640139232,1100031491.615181,15.799432061282717,146.484375,16384,2400000.0,0.0
702,1100367308.031774,1102767308.031774,1100607308.031774,1102527308.031774,2026-07-09T22:55:13.964417+00:00,1101567308.031774,3.2053347623995707,2.3745082646387976,-34.472627066918314,18.51087477525303,1101567308.031774,15.30554001285346,146.484375,16384,2400000.0,0.0
703,1101903124.448367,1104303124.448367,1102143124.448367,1104063124.448367,2026-07-09T22:55:14.023330+00:00,1103103124.448367,3.049057557778196,2.1579378552359123,-38.346540661198624,19.48677680348453,1103103124.448367,16.437719245706337,146.484375,16384,2400000.0,0.0
704,1103438940.8649602,1105838940.8649602,1103678940.8649602,1105598940.8649602,2026-07-09T22:55:14.081567+00:00,1104638940.8649602,2.8453896554612923,2.0051293777229375,-34.23631417606562,19.057558538403775,1104638940.8649602,16.212168882942482,146.484375,16384,2400000.0,0.0
705,1104974757.2815533,1107374757.2815533,1105214757.2815533,1107134757.2815533,2026-07-09T22:55:14.141298+00:00,1106174757.2815533,2.853663999035989,1.9824482848029357,-36.284779803147885,20.536485470852558,1106174757.2815533,17.682821471816567,146.484375,16384,2400000.0,0.0
706,1106510573.6981463,1108910573.6981463,1106750573.6981463,1108670573.6981463,2026-07-09T22:55:14.199218+00:00,1107710573.6981463,2.8339920543705563,1.9592618144728449,-41.1120816055961,36.1114253460905,1108799977.9950213,33.277433291719944,146.484375,16384,2400000.0,0.0
707,1108046390.1147397,1110446390.1147397,1108286390.1147397,1110206390.1147397,2026-07-09T22:55:14.256304+00:00,1109246390.1147397,2.8788551525874135,2.000426613234027,-40.30207813971831,38.63799142165917,1108799905.7397397,35.75913626907176,146.484375,16384,2400000.0,0.0
708,1109582206.5313327,1111982206.5313327,1109822206.5313327,1111742206.5313327,2026-07-09T22:55:14.314464+00:00,1110782206.5313327,2.725086571794722,1.859597912060908,-38.34308982051369,19.458435896106266,1110782206.5313327,16.733349324311543,146.484375,16384,2400000.0,0.0
709,1111118022.9479258,1113518022.9479258,1111358022.9479258,1113278022.9479258,2026-07-09T22:55:14.372963+00:00,1112318022.9479258,2.726626869380561,1.857247879703734,-33.747357290015565,20.47952891892743,1112318022.9479258,17.75290204954687,146.484375,16384,2400000.0,0.0
710,1112653839.364519,1115053839.364519,1112893839.364519,1114813839.364519,2026-07-09T22:55:14.432288+00:00,1113853839.364519,3.5081727518028383,2.659567882861163,-37.971114143592,20.342002766027313,1113853839.364519,16.833830014224475,146.484375,16384,2400000.0,0.0
711,1114189655.781112,1116589655.781112,1114429655.781112,1116349655.781112,2026-07-09T22:55:14.490260+00:00,1115389655.781112,2.7736514794423,1.9067661955547754,-33.09142354440778,17.598441151496132,1115389655.781112,14.824789672053832,146.484375,16384,2400000.0,0.0
712,1115725472.1977053,1118125472.1977053,1115965472.1977053,1117885472.1977053,2026-07-09T22:55:14.549794+00:00,1116925472.1977053,3.051125656148508,2.2274735204964267,-43.149345264862575,18.521979184712347,1116925472.1977053,15.47085352856384,146.484375,16384,2400000.0,0.0
713,1117261288.6142983,1119661288.6142983,1117501288.6142983,1119421288.6142983,2026-07-09T22:55:14.608846+00:00,1118461288.6142983,3.0445027502252033,2.1882140442180673,-38.153412637459795,19.277560517493836,1118461288.6142983,16.233057767268633,146.484375,16384,2400000.0,0.0
714,1118797105.0308914,1121197105.0308914,1119037105.0308914,1120957105.0308914,2026-07-09T22:55:14.666532+00:00,1119997105.0308914,3.242338996672837,2.3446684928172825,-37.52774684490638,16.94670384522007,1119997105.0308914,13.704364848547234,146.484375,16384,2400000.0,0.0
715,1120332921.4474845,1122732921.4474845,1120572921.4474845,1122492921.4474845,2026-07-09T22:55:14.724903+00:00,1121532921.4474845,3.341763659918093,2.5150399079579797,-31.163684145060454,23.82220288621103,1122676231.9943595,20.480439226292937,146.484375,16384,2400000.0,0.0
716,1121868737.8640776,1124268737.8640776,1122108737.8640776,1124028737.8640776,2026-07-09T22:55:14.783722+00:00,1123068737.8640776,3.441251294670557,2.5615008469483396,-41.203046116330675,41.99016282512511,1123200134.3484526,38.54891153045455,146.484375,16384,2400000.0,0.0
717,1123404554.2806706,1125804554.2806706,1123644554.2806706,1125564554.2806706,2026-07-09T22:55:14.842640+00:00,1124604554.2806706,3.5218159300893053,2.631701733652344,-37.29136138790521,26.16990749457719,1123722864.8275456,22.648091564487885,146.484375,16384,2400000.0,0.0
718,1124940370.697264,1127340370.697264,1125180370.697264,1127100370.697264,2026-07-09T22:55:14.901201+00:00,1126140370.697264,3.6030619651016553,2.7051004165102355,-39.56185736564798,19.079258103644932,1126140370.697264,15.476196138543276,146.484375,16384,2400000.0,0.0
719,1126476187.113857,1128876187.113857,1126716187.113857,1128636187.113857,2026-07-09T22:55:14.960508+00:00,1127676187.113857,3.484776669751537,2.604005992275092,-50.451900949048195,19.733164511274275,1127676187.113857,16.24838784152274,146.484375,16384,2400000.0,0.0
720,1128012003.53045,1130412003.53045,1128252003.53045,1130172003.53045,2026-07-09T22:55:15.019242+00:00,1129212003.53045,3.735117740465503,2.8441929339976824,-34.001861959707675,19.38279163534276,1129212003.53045,15.647673894877256,146.484375,16384,2400000.0,0.0
721,1129547819.9470432,1131947819.9470432,1129787819.9470432,1131707819.9470432,2026-07-09T22:55:15.078183+00:00,1130747819.9470432,3.7015882687287527,2.8465137417733963,-33.11388866898507,18.36878923419807,1130747819.9470432,14.667200965469316,146.484375,16384,2400000.0,0.0
722,1131083636.3636363,1133483636.3636363,1131323636.3636363,1133243636.3636363,2026-07-09T22:55:15.137213+00:00,1132283636.3636363,3.9591650377808287,3.081970462408578,-36.891424155303525,17.826347634094336,1133110980.1136363,13.867182596313508,146.484375,16384,2400000.0,0.0
723,1132619452.7802293,1135019452.7802293,1132859452.7802293,1134779452.7802293,2026-07-09T22:55:15.195893+00:00,1133819452.7802293,4.6220219852118625,3.7351472347664734,-36.72032028691249,19.974842703348838,1133819452.7802293,15.352820718136975,146.484375,16384,2400000.0,0.0
724,1134155269.1968226,1136555269.1968226,1134395269.1968226,1136315269.1968226,2026-07-09T22:55:15.256244+00:00,1135355269.1968226,4.933532522290637,4.065150329794658,-34.593999526387606,20.387144082244664,1136047993.8061976,15.453611559954027,146.484375,16384,2400000.0,0.0
725,1135691085.6134157,1138091085.6134157,1135931085.6134157,1137851085.6134157,2026-07-09T22:55:15.314419+00:00,1136891085.6134157,4.7493557229313215,4.000986477587521,-38.85686785894032,43.20302540807318,1137599923.5040407,38.45366968514186,146.484375,16384,2400000.0,0.0
726,1137226902.0300088,1139626902.0300088,1137466902.0300088,1139386902.0300088,2026-07-09T22:55:15.373549+00:00,1138426902.0300088,4.638598045433509,3.808059467353086,-39.07246813461143,42.8774762572489,1137599851.2487588,38.23887821181539,146.484375,16384,2400000.0,0.0
727,1138762718.4466019,1141162718.4466019,1139002718.4466019,1140922718.4466019,2026-07-09T22:55:15.432578+00:00,1139962718.4466019,4.483148166183391,3.5689731755799547,-45.19973697147627,34.68509119393424,1139999778.9934769,30.20194302775085,146.484375,16384,2400000.0,0.0
728,1140298534.863195,1142698534.863195,1140538534.863195,1142458534.863195,2026-07-09T22:55:15.490886+00:00,1141498534.863195,4.668312995246096,3.8409509443551153,-34.24216837937769,23.930767942631277,1142400146.19132,19.26245494738518,146.484375,16384,2400000.0,0.0
729,1141834351.279788,1144234351.279788,1142074351.279788,1143994351.279788,2026-07-09T22:55:15.550501+00:00,1143034351.279788,5.064975116013859,4.238799908737001,-37.757681639724396,25.47862579017227,1142400073.936038,20.41365067415841,146.484375,16384,2400000.0,0.0
730,1143370167.6963813,1145770167.6963813,1143610167.6963813,1145530167.6963813,2026-07-09T22:55:15.608475+00:00,1144570167.6963813,5.546068592387144,4.698094148719788,-36.404659023603955,21.145508318391855,1143952003.6338813,15.59943972600471,146.484375,16384,2400000.0,0.0
731,1144905984.1129744,1147305984.1129744,1145145984.1129744,1147065984.1129744,2026-07-09T22:55:15.666379+00:00,1146105984.1129744,5.788631045887058,4.9430274202078035,-45.958049276034046,22.41605318836815,1146207937.2379744,16.62742214248109,146.484375,16384,2400000.0,0.0
732,1146441800.5295675,1148841800.5295675,1146681800.5295675,1148601800.5295675,2026-07-09T22:55:15.724455+00:00,1147641800.5295675,6.34517140233725,5.5536917304849265,-36.787633624237955,20.626894505433615,1147641800.5295675,14.281723103096365,146.484375,16384,2400000.0,0.0
733,1147977616.9461606,1150377616.9461606,1148217616.9461606,1150137616.9461606,2026-07-09T22:55:15.783336+00:00,1149177616.9461606,6.431142141614769,5.640543824306592,-33.97715055753532,20.952651690180755,1148571464.6024106,14.521509548565986,146.484375,16384,2400000.0,0.0
734,1149513433.3627536,1151913433.3627536,1149753433.3627536,1151673433.3627536,2026-07-09T22:55:15.841416+00:00,1150713433.3627536,6.294126111563257,5.441713838865539,-42.18128652664495,20.73353055537796,1150713433.3627536,14.439404443814704,146.484375,16384,2400000.0,0.0
735,1151049249.7793467,1153449249.7793467,1151289249.7793467,1153209249.7793467,2026-07-09T22:55:15.900593+00:00,1152249249.7793467,6.119313674847378,5.257331441072429,-34.857028725031604,38.10410283765019,1152000079.8574717,31.984789162802812,146.484375,16384,2400000.0,0.0
736,1152585066.19594,1154985066.19594,1152825066.19594,1154745066.19594,2026-07-09T22:55:15.959484+00:00,1153785066.19594,5.3784680046863915,4.550304359596662,-31.584121345518565,18.232071539432265,1153737605.25844,12.853603534745874,146.484375,16384,2400000.0,0.0
737,1154120882.612533,1156520882.612533,1154360882.612533,1156280882.612533,2026-07-09T22:55:16.018570+00:00,1155320882.612533,5.382984554514156,4.530348740082747,-33.22163822638942,18.028959851283,1155009603.315658,12.645975296768842,146.484375,16384,2400000.0,0.0
738,1155656699.0291262,1158056699.0291262,1155896699.0291262,1157816699.0291262,2026-07-09T22:55:16.079060+00:00,1156856699.0291262,5.433989920655994,4.554966508125304,-29.776578278853314,18.65315455090081,1156160898.2478762,13.219164630244816,146.484375,16384,2400000.0,0.0
739,1157192515.4457192,1159592515.4457192,1157432515.4457192,1159352515.4457192,2026-07-09T22:55:16.138508+00:00,1158392515.4457192,5.64401850055683,4.8426039704775725,-32.52720056108194,19.577271191435024,1158873423.6488442,13.933252690878195,146.484375,16384,2400000.0,0.0
740,1158728331.8623123,1161128331.8623123,1158968331.8623123,1160888331.8623123,2026-07-09T22:55:16.197283+00:00,1159928331.8623123,5.988895017181452,5.123869553066427,-37.66165215843476,20.103136425521487,1159796202.9560623,14.114241408340035,146.484375,16384,2400000.0,0.0
741,1160264148.2789054,1162664148.2789054,1160504148.2789054,1162424148.2789054,2026-07-09T22:55:16.255604+00:00,1161464148.2789054,5.7634188763556455,4.923400412040908,-45.55254801346684,21.897007957071736,1161600085.7789054,16.133589080716092,146.484375,16384,2400000.0,0.0
742,1161799964.6954987,1164199964.6954987,1162039964.6954987,1163959964.6954987,2026-07-09T22:55:16.313941+00:00,1162999964.6954987,5.30790214363801,4.423958696150584,-42.6627890093388,18.483766953192173,1163446009.6173737,13.175864809554163,146.484375,16384,2400000.0,0.0
743,1163335781.1120918,1165735781.1120918,1163575781.1120918,1165495781.1120918,2026-07-09T22:55:16.372202+00:00,1164535781.1120918,4.9836654652407955,4.133898250038156,-44.99821597841116,19.204930545481332,1164535781.1120918,14.221265080240537,146.484375,16384,2400000.0,0.0
